6.47E+17,279536727, jvmacneil, recovered armchair politico, 2015-09-25,1:16:32, rt only plan safeguards canadians civil liberties while also keeping us safe from threats , ottawa ontario, twitter for android,120, #elxn42, @JustinTrudeau:@JustinTrudeau's,0
6.55E+17,15616667, mypetgloat, an apparently rare small l liberal willing to hold my own pols accountable for their mistakes and missteps , 2015-10-16,3:04:43, rob ford rally blows up in harper s face as explosive allegations surface , , twitter web client,8, #elxn42#cdnpoli, ,3
6.55E+17,58868683, mmperspectives, media communications expert editor in chief keynote speaker video producer auto journalist professor i m also enviro dad, 2015-10-17,4:02:14, mark holland rally with justin trudeau in october 14 2015 , toronto on, twitter web client,0, #Ajax#elxn42#CDNpoli#RealChange, ,0
6.56E+17,395358643, frankredbird, let s make this planet great again for all its inhabitants not just the shameless hoarders at the top theresistance russiagate impeachtrumpnow nazismustgo, 2015-10-18,18:43:50,  harper has lost moral authority to govern former pmo lawyer will vote for change , the snowy north, twitter for android,32, #elxn42#cdnpoli#elxn2015, ,29
6.56E+17,20446073, jec79, serial entrepreneur project junkie owner maple silk canada and others latte sipping urban liberal elitist proud dad tweets are mine and often satirical , 2015-10-19,14:58:23, rt this is why you need to vote please , ottawa on canada, twitter for iphone,6, #LPC#elxn42, @aelan:,0
6.56E+17,3129758405, canneyoung1, , 2015-10-20,5:19:06, rt under was also leading voice in fight against islamic terror amp standing up for democracy amp human rights , biafra universe, twitter for android,36, #Canada#c…, @Ostrov_A:@pmharper,0
6.50E+17,1352325078, paraporla, retired postie casi cubano reader listener baseball hockey football not that football fan oilers expos elefantes spurs bar a b jays 2 , 2015-10-02,16:03:27, rt 2 harper s letters to saudi king more damning than nigel wright s emails 15b vs 90k why isn t it treated like huge , st john s nl, twitter web client,37, , @derrickokeefe:,0
6.50E+17,261621157, anne bokma, award winning journalist spiritual but not religious join me on a soulful search follow my year of living spiritually blog , 2015-10-03,14:00:12, rt strategic voting does it work the anybody but conservative movement hopes so , hamilton ontario, twitter for iphone,17, #elxn42, @MacleansMag:,0
6.54E+17,2202013219, toronto nian,  betorontohappy toronto s own 4 all torontonians gta our multicultural peoples we r happy our smiles r genuine love croissants , 2015-10-13,16:43:06, via stay amp think of our amp ,  torontothegood, twitter web client,0, #BeTorontoHappy#IdleNoMore#FearNoMore#Veterans#IndeginousPeoples#GoVote, @Toronto_nian,0
6.29E+17,19743540, breakenridgeyeg, managing editor edmontonjournal edmontonsun edm examiner proud edmontonian beer swiller scotch lover child herder , 2015-08-07,1:59:17, trudeau in attempt to say why he s ready looks like he blanked or forgot his points, edmonton, twitter for blackberry,3, #macdebate#elxn42#cdnpoli, ,2
6.30E+17,634127491, lyndae222, , 2015-08-09,17:32:37, rt bravo the other 2 aspiring pms don t even recognized the threat , , mobile web m2 ,1, #NDP2015#TeamTrudeau#cdnpoli, @chevymo:,0
6.31E+17,1330193024, mediagalbc, agnostic pissed off with corruption vanre bcpoli cdnpoli i m a lovable rock , 2015-08-12,2:22:21, rt why the mike duffy trial will hurt stephen harper one way or the other , , twitter web client,34, #cdnpoli, @montrealsimon:,0
6.32E+17,893242975, ve6aeq, father and jack of all trades ham radio operator and justice lover retweet not endorsement just interesting , 2015-08-14,13:25:11, rt if nigel wright was a muslim quoting scripture in court to explain his actions he would be considered a religious extremist , , twitter for ipad,81, , @pmoharper:,0
6.33E+17,319975974, robertawiseman, opinions are my own member of the ndp since 1975 graduated from york u in 1977 went to sfu member unifor local 333 retired , 2015-08-17,3:05:58, rt canada s real drug problem no treatment for those who need it by , scarborough ontario canada, twitter for iphone,9, #cdnhealth#cdnpoli, @GlobalBC:@amp6,0
6.34E+17,857235366, weskchaque,  shoallake40 policy analyst human indigenous treaty rights where all canadian story lines seem to turn up treaty 3 territory tweets and mistakes are mine , 2015-08-19,13:06:39,  someone once said we should love our neighbours let s assume he meant it , , twitter for iphone,0, #ShoalLake40#FreedomRoad#cdnpoli, ,0
6.38E+17,2236412437, thinkingobservr,  love to think about news what s reported what isn t hidden trends nretweets not necessarily endorsements , 2015-08-29,18:53:14, rt regulator in alberta shuts in 95 nexen pipelines over noncompliance ,  toronto , willow,0, #oilsands#energyeast#cdnpoli, @mikedesouza,0
6.39E+17,3145340036, 78 mcgee, , 2015-09-01,20:40:30, rt harperman amp role of an impartial civil service election issue , , twitter for blackberry,8, #cdnpoli#yqr#elxn42, @Bergg69:@Canada,0
6.42E+17,3188256661, beenharperized, anti harper news feed canada has been harperized follow and rt to fight back against this political wolf in wolf s clothing all mts get rt maple syrup 4 all , 2015-09-10,4:07:07, syrian seeking refugee status in canada says he s in limbo 3 years after arriving , washington dc, tweet old post,1, #cdnpoli#harperized#StopHarper, ,0
6.44E+17,1880558749, dawnbazely, impatient overprepared collaborative scientist wanting fullcostaccounting canner gardener ecologist yorku university professor mihi cura futuri, 2015-09-15,9:31:01, rt it s time for action on canada s muzzled scientists , toronto, twitter for ipad,3, #fascism#cdnpoli#Canada#elexn42, @FletJan:@CPC_HQ,0
6.45E+17,524685924, farmerplumber, journeyman plumber for 15 years hobby grain farmer of 3500 acres south of regina, 2015-09-17,22:35:20, rt retweet now if you agree we can t afford the ndp s job killing tax hikes , regina, twitter for iphone,306, #cdnpoli#elxn42, @CPC_HQ:,0
6.45E+17,901315608, bainswolf, opinions expressed do not necessarily reflect the views of the matt bains corporation or its wholly owned subsidiary matt bains erotic cakes and things , 2015-09-19,15:29:24, rt sorry but this staffer is really really good reporter has a sense of humour too fun read ht , , twitter for android,24, #CPC#Elxn42#cdnpoli, @kinsellawarren:,0
6.47E+17,385190114, ona girl630, , 2015-09-25,1:36:38, rt make your voice heard on election day every vote counts , , twitter for android,23, #elxn42#cdnpoli#vote4care, @CFNU:,0
6.48E+17,360002765, davidmorrison17, my fb timeline is open to the public if you d like to view some interesting documents and read my opinions concerning an illegal csis operation against me , 2015-09-28,2:34:28, sirc totally ignored illegally recording calls between galati amp client , whitby on, twitter web client,6, #CSIS#cdnpoli#elxn42, ,3
6.49E+17,35831704, mrchuckd,  distribution internetworks, 2015-09-30,6:21:39, rt public enemy mine again c o , earthizen, twitter for iphone,3, #Music#Culture#TLOT#Slavery#War#CdnPoli#Peac…, @deepgreendesign:@MrChuckD,0
6.51E+17,17116017, pple1st, 60 water 40 resting bitch face 100 fotp , 2015-10-04,20:04:29, rt harper s protecting our daughters from rhetoric sounds familiar hmm , true north, twitter for iphone,114, #barbaricculturalpractices”#cdnpoli#Elxn42, @KikkiPlanet:,0
6.51E+17,3288580202, stephen harder, you could say stephen harper i are connected but i have a mind of my own and it s time to speak it a proud member of erectcollection, 2015-10-06,18:45:04, i ve heard that polls are only conducted to landlines meaning no one i know will be polled and people consider them accurate , canada, buffer,1, #cdnpoli, ,3
6.52E+17,12848262, torontostar, get the latest news alerts sports photos and more from canada s largest daily newspaper 1 800 279 0181 instagram thetorontostar, 2015-10-08,16:03:12, conservatives delayed intake of vulnerable refugees from war torn syria report , 1 yonge st toronto canada, hootsuite,91, #cdnpoli, ,18
6.53E+17,112944623, albertarabbit, our environment sustains us protect it consumerism neoliberalism are mankind s downfall pragmatist tweets are my opinions rts are not endorsements , 2015-10-10,7:41:14, pension plans are 4 the benefit of the pensioners not 4 govts in search of cheap amp easy capital pools , canada, ios,2, #cdnpoli, ,1
6.54E+17,22910405, catlinhogan, founder of lwmhblog freelance writer journalist actor vo talent , 2015-10-12,16:35:04, rt 1 2 on this week will interview all the leaders except stephen harper he declined , saskatoon saskatchewan, twitter for iphone,92, #cdnpol…, @RosaCTV:@CTVNationalNews@LisaLaFlammeCTV,0
6.54E+17,2857162258, aholyghost1, my opinions are my own and retweets do not imply endorsement no lists , 2015-10-14,13:46:19, rt s record against women , , twitter web client,35, #harper#cdnpoli, @chewinglass:,0
6.55E+17,58685992, jmb063,  ronpaul libertarian voluntaryism endthefed bitcoin antiwar tvot texit peace mises liberty freeross secede revelation12, 2015-10-16,2:55:21, u can t handle the fact that people can thrive w less govt,  freeworld w liberty truth, twitter web client,1, #elxn42#cdnpoli#LPoC#Libertarian, @VanCityExec@LibertarianCDN,3
6.55E+17,37552089, suestroud, proud ndper social justice union activist active municipally to save farmland trees , 2015-10-17,20:35:22, rt lewis this weekend is wrapping his arms around rob ford the former mayoral travesty of toronto , saanichton bc, twitter web client,47, #elxn42#cdnpoli, @spaikin:@pmharper,0
6.57E+17,2266295418, uncleree1, retweets by me are not endorsements liking tweets is useless emoting , 2015-10-20,20:23:12, rt brad wall says he won t run for leadership of federal cpc he s not what the country needs an , lethbridge ab, twitter web client,4, #cdnpoli, @CodieneC:,0
6.58E+17,128056905, allyfreedman, resilient proud indigenous , 2015-10-23,21:06:24, rt spotted at dairy queen in halifax , , twitter for iphone,615, #elxn42#cdnpoli#nspoli, @CBCNS:,0
6.59E+17,3666764663, canadavotes2019, promoting voter engagement for a vibrant canadian democracy , 2015-10-28,13:36:10, rt courageous canadian watch argo great hollywood version of his role in iran hostage crisis , canada, twitter for iphone,1, #cdnpoli#KenTaylor, @jclinaz:,0
6.65E+17,27404512, xoliviaalice, la tech soccer 7, 2015-11-13,22:31:25, rt if you re in paris looking for shelter use hashtag parisians will let you in their home , preston england ruston la, twitter for iphone,11503, #PorteOuverte., @the_audreyc:,0
6.65E+17,2148839571, ilpfmax, , 2015-11-13,22:25:58, rt photo french military deployed on the streets of as a large scale terror attack is taking place , savona, twitter for android,1805, #Paris, @Conflicts:@lepoint,0
6.66E+17,614500070, celticcoyote, gysgt usmc disabled vet sheep dog guardian of the flock oath keeper chiver kcco fear the beard maga code of vets, 2015-11-15,2:39:30, rt and we should no america amp , texas usa, twitter for android,303, #ParisAttacks#IslamIsTheProblem#arrestobama#SyrianRefugees#MuslimsGoneWild, @THETXEMBASSY:@POTUS,0
6.66E+17,992243664,  malyazz,  please dont be in love with someone else please dont have somebody waiting on you , 2015-11-15,1:20:01, rt this happens everyday in palestine amp syria but everybody keeps their mouth shut, in someone s heart, twitter for android,98, #Paris, @suicidalfigures:,0
6.66E+17,722982356, peamyrtle, i am a gospel songwriter currently recording a gospel cd i write children and adult stories member of bmi ccsa and writers unite , 2015-11-15,0:17:45, rt frenchman performs bagpipe rendition of amazing grace near bataclan concert hall after , north carolina, twitter web client,206, #ParisAttacks, @NBCNightlyNews:,0
6.66E+17,352206905, fkantling, , 2015-11-14,21:50:01, rt right now , , twitter for iphone,20361, #Paris#solidarity, @RGerrardActor:,0
6.66E+17,814088000, krrowe, multi genre author of horror romance and suspense wife mom lover of mountains and good heavy metal , 2015-11-14,20:58:06, rt retweeted carol hedges caroljhedges je suis desolee , chattanooga tn, twitter for iphone,8, #Paris, @CaitlynDawney:@carolJhedges):,0
6.66E+17,341983424, jooore555,  , 2015-11-14,18:59:21, rt this is it , saudi arabia , twitter for android,69, #ParisAttacks#ÊÝÌíÑÇÊ_ÈÇÑíÓ, @_BND_1:,0
6.66E+17,14445504, rhackso, i m just a copy of a copy of a , 2015-11-14,17:58:10, rt cartoon of the day explosive foreign policy of hollande via , , twitter for android,3763, #ParisAttacks#ViveLaFrance, @LatuffCartoons:@brasil247),0
6.66E+17,167856299, aaidin, vj mojo filmmaker b a in digital film tv former video service managing editor at ensafnewe former videojournalist v editor in malaysia , 2015-11-14,17:17:42, rt a number of arrests have been made in brussels in relation to the paris attacks , islamic republic of iran, twitter web client,15, #ParisAttac…, @juliamacfarlane:,0
6.66E+17,2644557996, lccameron19, to a higher zone you are not alone , 2015-11-14,16:57:43, rt when the city of light turns dark the world lights up in solidarity don t let terrorists win , downers grove il, twitter for iphone,24344, #ParisAttacks, @Fascinatingpics:,0
6.66E+17,2454622378, iamspektakula, hype man promoter and trend star we promote good music videos and any good business instagram spekt baba whatsapp 08142587062 , 2015-11-14,16:38:49, isis claims credit releases statement threatening more via, planet earth, google,0, , @crystalgbedu,0
6.66E+17,2278053546, ruslanvk1975, , 2015-11-14,16:20:28, rt london uni student confirmed dead in as fears grow for british casualties ,  , twitter web client,26, #ParisAttacks, @Daily_Express:,0
6.66E+17,2723944133, lou official2, i m kind of okay but i also really want to get hit by a car at the same time, 2015-11-14,15:27:39, rt sending love , , twitter for iphone,96, #prayforparis#Paris, @Rasmus_BTB:,0
6.66E+17,1360953301, globalsuntimes, official twitter account for live tweets of breaking news around the clock ww3 trump, 2015-11-14,15:10:09, americans are among the injured in the us state department says , news that really matters , globalsuntimes,0, #ParisAttacks,,0
6.66E+17,787774580, chrisbrey1, , 2015-11-14,14:53:02, rt americans are among the injured in the us state department says , m nchen, twitter for android,390, #ParisAttacks, @BBCWorld:,0
6.66E+17,3066520793, thevaughnsnj, from the basements of the garden state new single bby save me 7 vinyl out now , 2015-11-14,14:36:42, rt praying for tonight, springfield nj, twitter web client,2, #Paris#ComeTogether, @wearewyland:,0
6.66E+17,1366950180, hanizazainudin, don t grow up it s a trap mr , 2015-11-14,13:49:17, rt pray for everyone pray for every country pray for peace pray for the world , malaysia, twitter for android,215, #ParisAttacks#PrayForTheWorld, @johncenaAm:,0
6.66E+17,288560942,  abbiiie,  snap insta abbieroelofsen, 2015-11-14,13:21:33, rt when the city of lights goes dark the world lights up in support prayers4paris , brock university, twitter for iphone,6506, #Prayers4Paris#ParisAttacks, @e_dunks:,0
6.66E+17,3321224018, being moviegeek, loading , 2015-11-14,12:54:44, rt stop blaming religion for everything crush those who do business in name of religion for their own benefits, , twitter for android,6, #ParisAttacks, @shaileshgam:,0
6.65E+17,3894778402, theblogger hub, connecting brands with influencers for awesome collaborations bloggers register brands post a project , 2015-11-14,11:51:26, rt if anyone kills an innocent person it would be as if he has killed the whole of mankind qur an 5 32 , global, twitter for iphone,198, #ParisAttacks, @IqraAnjumSaif:,0
6.65E+17,2168155795, g m hodgson, author of wrong turnings conceptualizing capitalism prof at univ of hertfordshire editor journal of institutional economics sec of winir winir2013, 2015-11-14,11:38:15, fomenting violence is not the same as committing it israel committed violence in gaza but not , uk, twitter web client,0, #ParisAttacks, ,0
6.65E+17,527837180, wonebaba, kou niamoul leem meunou nioula netali ba leem bi saf si sa lamine bayebarhama nagn tambali baye matali bayehadythiam teampsg dakar bordeaux wonebaba, 2015-11-14,11:13:05, rt claims responsibility of in a press release published online , bordeaux france, twitter for iphone,75, #BREAKING:#IS#ParisAttacks, @XHNews:,0
6.65E+17,1631512988, mohammadahmedib, egyptian chemical engineer realmadrid married 35 years old, 2015-11-14,10:38:40, terrorists has no religion, cairo egypt, twitter web client,0, #parisisburning#parisinflames, ,0
6.65E+17,194104621, muhammadalig, alaikum salam land of dubai, 2015-11-14,9:50:36, its the voice of truth , pakistan dubai, twitter for iphone,0, #ParisAttacks#parisisburning#ParisShooting, ,0
6.65E+17,270835742, sircrapman, support logic support gender neutral laws talking about srk s acting skills is where i draw the line , 2015-11-14,9:13:02, rt the suicide bombers and terrorists get killed but sadly those who brainwash and control them usually get away scot free , london, twitter web client,286, , @vikramchandra:,0
6.65E+17,297406624, shi5hah, positive joy happiness owner of ssline brand, 2015-11-14,8:30:53, rt when the city if light goes dark the rest of the world lights up for them via , kuwait, twitter for iphone,493, #ParisAttacks, @ParisSolidarity:@ImranHSarker,0
6.65E+17,461817171, kreassta,  twitch affiliate streamer gaymer writer spoonie racc raccoontroop raccfam my player 2 friixie business kreasstatv gmail com, 2015-11-14,8:15:23, i feel sorry for all the innocent people who lost their life during the attacks in paris mourning their families loss ,  , twitter for android,0, #ParisAttacks, ,1
6.65E+17,711474468, jennixpenni, counselor psych grad 25 fangirl you ve been warned kristen says i m rad twilight kristen rob jamie dornan tom sturridge nic hoult outlander , 2015-11-14,7:58:21, rt the situation in is very tense french journalist tells cnn as city remains in state of emergency saturday , ca bay area usa , twitter for iphone,576, #Paris, @CNN:,0
6.65E+17,95497359, qldonline, the latest news information from about queensland including travel tourism politics weather conditions advice events crime streaming , 2015-11-14,6:56:32, rt update one aussie believed to have been shot in is in paris hospital with unknown condition , queensland australia, tweetdeck,15, #ParisAttacks#9News, @9NewsSyd:,0
6.65E+17,230780309, alexbiiscotte,  24 libraire hp j depp r carlyle sw sda twd mr darcy jamie fraser rocky disney dc comics marvel, 2015-11-14,6:03:48, rt my twitter page asks what s happening the tragedy today in the world is left wondering the same what s happeni , ile de france france, twitter for iphone,3678, #Paris, @BryanCranston:,0
6.65E+17,295117807, kristeldianep, chicken nuggets, 2015-11-14,4:42:19, rt city of turns off the lights at the eiffel tower in memory of the victims ,  , twitter for iphone,20146, #Paris, @HeralddeParis:,0
6.65E+17,512493427, mrsbshi, the one from chicago perversion politics and puppies she her, 2015-11-14,4:21:00, rt refugees don t deserve blame for they deserve even more sympathy attacks like these are what made them refu , , tweetbot for i s,8696, #ParisAttacks, @ghoshworld:,0
6.65E+17,3241924811, renderrende, single retired male divorced looking to meet new people and have fun , 2015-11-14,2:49:35, rt donations 4 victims of today s terrorists attacks 2 int l specifically state , norwood oh, twitter for android,1, #Paris#RedCross, @AnnemarieWeers:,0
6.65E+17,222150187, redgoose2012, silence is one of the great arts of conversation , 2015-11-14,0:35:22, cowards are cowards no matter what race or creed and this is undoubtedly an act of extreme cowardice, dublin city ireland, twitter for android,0, #Paris, ,1
6.65E+17,2707223499, sophiecoindyy, insta sophie coindyy, 2015-11-14,0:20:26, rt if you re out in paris and need somewhere safe to go stay use to find parisians opening their homes to help , oxford durham, twitter for iphone,4057, #PorteOuverte, @ianbremmer:,0
6.65E+17,2993730350, regginath04,23, 2015-11-14,0:05:59, rt an expanded list of numbers for embassies in paris please spread this far and wide , greece , twitter web client,10362, #PorteOuverte, @GeorgeAylett:,0
6.65E+17,60057696, itmorar, co fondator academia catavencu fost membru divertis jurnalist scriitor spectator de vinuri laciotat fan de provence rts do not endorsement , 2015-11-13,23:57:31, rt rt com breaking storm is over two attackers killed bfm tv , la ciotat provence france, twitter web client,3, #Bataclan#Paris, @RobertEVoicu:@RT_com:,0
6.65E+17,3901217783, jd in he, supporting student success through practice research supporting students londonmetuni having a beard all views own blah etc , 2015-11-13,23:53:48, rt may i politely call for a 24 hour take pause on twitter re story a day to read articles amp talk to people and , london england, fenix for android,1577, #Paris, @pattonoswalt:,0
6.65E+17,265265120, ksgreyspll,  greysabc leamichele tweeted me 5 19 14 shaymitch tweeted me 2 28 17 stikoudikaterin wynonnaearp thecwsupergirl too many fandoms infinity , 2015-11-13,23:46:24, rt help people and use to let them know that people in france are opening their doors for the people that a , europe, twitter for iphone,102, #PorteOuverte, @FiveSOSAlertsWW:,0
6.65E+17,425780246, siobhankatyhall, new blogger glo up pending more obsessed with drag queens than anyone you know latest blog post click here , 2015-11-13,23:42:44, rt what s known about the as of 5 30 p m , derby england, twitter for iphone,40, #Parisattacks, @KVUE:,0
6.69E+17,135191275, kcramax, reporter with kcranews scrippsjschool grad from believeland great food and live music cure all rts endorsements opinions shared are my own , 2015-11-23,9:05:27, the latest cameron to seek parliament s ok to bomb syria from , sacramento ca, twitter for iphone,0, #ParisAttacks#Wakeupwith2, @AP),0
6.68E+17,3031861081, junkit4m, , 2015-11-22,16:32:30, web neu news 22 11 17 32, , node red ,0, #BreakingNews#ParisAttacks, ,0
6.68E+17,523038547, evanromeroc, my cup of tea the politics of power protest and pleasure i tweet about intersectional identities race gender class sex uality drugs music and media , 2015-11-21,21:11:34,  the complaints weren t about the news people found but the news that found them , hamburg germany, twitter for iphone,0, #ParisAttacks#BeirutAttacks, ,0
6.68E+17,383782986, adv satishs, advocate, 2015-11-20,15:19:49, rt katju and barkha dutt among others says france had bombed terrorists of syria so it deserved who did bo , mumbai, twitter for android,16, #ParisAttacks.#Mali, @Shanknaad:,0
6.68E+17,316401797, bohoover, family service includes 2 fallen leofficers we re all bozos on this bus word of the day discernment, 2015-11-20,5:58:06, rt ricksantorum don t resettle christians in u s either it s what wants , united states, twitter for iphone,2, #SyrianRefugees#ISIS#tcot#ParisAttacks, @SteveMTalk:@RickSantorum-don't,0
6.67E+17,50376785, policehour, leading crime policing news insightful analysis positive news , 2015-11-18,18:20:11, abdelhamid abaaoud has masterminded a number of attacks across europe not just the, hartlepool england, twitter for iphone,0, #ParisAttacks, ,0
6.67E+17,16049790, jjcarafano, trying to prevent world war iii one tweet at a time, 2015-11-18,14:36:22, rt that s over 100 raids conducted last night , washington dc , twitter for iphone,3, #Paris, @ErrantStrategry:,0
6.67E+17,1894684999, shrryhurry, me just need a high five in the face made of steel from hulk on adrenaline rush freedom adventure and a crazy lifestyle , 2015-11-18,7:45:51, rt two dead in siege including woman who blew herself up police , india, twitter web client,13, #ParisAttacks:#Paris, @EconomicTimes:,0
6.67E+17,2259552474, dissidentfairy, artist writer humanitarian injustice inequality social issues world events warning i have been known 2 inadvertently mystify enrage professors phds , 2015-11-18,4:31:52, rt djamila as in jamila houd was murdered in she worked for a famous fashion house , palm springs california, twitter web client,8, #ParisAttacks., @RaquelEvita:,0
6.67E+17,165073959, gurrdygirl, , 2015-11-17,16:42:15, rt the inimitable on the morning after the , , twitter for ipad,26, #ParisAttacks:, @jackholmes0:@ESQPolitics,0
6.67E+17,424171860, haglundjohannes, ful och nyfiken sedan 1993 , 2015-11-17,9:54:07, rt peshmerga after the liberation of an important area from isis they raised the flag glory 2 martyrs of ht , , twitter for iphone,384, #French#Paris, @KURDISTAN_ARMY:,0
6.66E+17,2505759624, ranaamjadkhan0, , 2015-11-17,0:25:24, rt in wake of the message to european muslims , , tweetdeck,60, #ParisAttacks, @nyounus7:,0
6.66E+17,571606281, guruchat, internationally known locally accepted recovering journalist digital communications content lead politically incorrect comedian news music comedy film, 2015-11-16,18:37:37, blair says mistakenly invading iraq helped create british colonialism was the original isis via, st john s nl canada, twitter web client,0, #ISIS.#Paris, @WSJ,0
6.66E+17,1141975657, chandanb97, , 2015-11-16,17:25:22, rt eiffel tower lights up in french colours after dimming its lights in mourning , , twitter for android,8676, #ParisAttacks, @BBCBreaking:,0
6.66E+17,1879454221, adaminvienna, , 2015-11-16,16:01:27, rt the hacker activist group promises revenge on islamic state for , vienna austria, twitter for android,2885, #Anonymous#ParisAttacks, @SkyNews:,0
7.05E+17,2614240147, blupony3, , 2016-03-01,16:51:03, rt just the beginning folks , maine usa, twitter web client,34, #MakeDonaldDrumpfAgain#NeverTrump, @JBaileysMom:,0
